State,Year,Quarter,District,Transaction_count,Transaction_amount,Region
gujarat,2019,2,Chhotaudepur ,46321,84888446.62520267,Western Region
gujarat,2019,2,Botad ,149057,166584407.465783,Western Region
gujarat,2019,2,Bharuch ,747899,1317325972.015126,Western Region
gujarat,2019,2,Bhavnagar ,484097,717336260.2716311,Western Region
gujarat,2019,2,Junagadh ,138117,240011002.8556514,Western Region
gujarat,2019,2,Mahesana ,715052,1095164063.65239,Western Region
gujarat,2019,2,The Dangs ,19973,23073707.041867692,Western Region
gujarat,2019,2,Kheda ,320063,457968237.3421333,Western Region
gujarat,2019,2,Surat ,3047988,6016899815.178611,Western Region
gujarat,2019,2,Porbandar ,53378,115280306.60105559,Western Region
gujarat,2019,2,Gandhinagar ,1205404,1791763499.681806,Western Region
gujarat,2019,2,Panch Mahals ,208444,316294392.7947212,Western Region
gujarat,2019,2,Narmada ,52784,88669390.67203796,Western Region
gujarat,2019,2,Gir Somnath ,129149,241920660.5921904,Western Region
gujarat,2019,2,Valsad ,623926,1022853264.599527,Western Region
gujarat,2019,2,Mahisagar ,75377,141056088.1259181,Western Region
gujarat,2019,2,Sabar Kantha ,282442,470262635.30269396,Western Region
gujarat,2019,2,Tapi ,91641,143551067.8237598,Western Region
gujarat,2019,2,Vadodara ,1717964,3251133813.858213,Western Region
gujarat,2019,2,Banas Kantha ,642084,1108185173.720039,Western Region
gujarat,2019,2,Amreli ,174714,282379858.48296845,Western Region
gujarat,2019,2,Ahmadabad ,11689965,19024891336.63611,Western Region
gujarat,2019,2,Dohad ,100236,209828791.75933328,Western Region
gujarat,2019,2,Navsari ,3136644,5394071895.487187,Western Region
gujarat,2019,2,Patan ,306486,445014674.0740333,Western Region
gujarat,2019,2,Kachchh ,688449,1389719506.402919,Western Region
gujarat,2019,2,Surendranagar ,215183,342155248.994694,Western Region
gujarat,2019,2,Morbi ,170716,337289553.71225744,Western Region
gujarat,2019,3,Anand ,955946,948614191.2624347,Western Region
gujarat,2019,3,Jamnagar ,418571,678420908.0813576,Western Region
gujarat,2019,3,Devbhumi Dwarka ,109620,187719710.8393358,Western Region
gujarat,2019,3,Rajkot ,1022919,1587889777.7998521,Western Region
gujarat,2019,3,Aravallis ,210189,262414303.986071,Western Region
gujarat,2019,3,Chhotaudepur ,61668,92575348.45446932,Western Region
gujarat,2019,3,Botad ,232943,190049304.4012857,Western Region
gujarat,2019,3,Bharuch ,1040617,1624510953.996776,Western Region
gujarat,2019,3,Bhavnagar ,724401,857318691.0133655,Western Region
gujarat,2019,3,Junagadh ,200701,276244464.0126623,Western Region
gujarat,2019,3,Mahesana ,1012086,1334187013.034889,Western Region
gujarat,2019,3,The Dangs ,26638,28637120.16941804,Western Region
gujarat,2019,3,Kheda ,571200,600186021.9814049,Western Region
gujarat,2019,3,Surat ,4447301,7371726681.306206,Western Region
gujarat,2019,3,Porbandar ,70391,131391520.3156455,Western Region
gujarat,2019,3,Gandhinagar ,1850642,2359920414.118013,Western Region
gujarat,2019,3,Panch Mahals ,265741,372599835.7769798,Western Region
gujarat,2019,3,Narmada ,73335,108815184.7037895,Western Region
gujarat,2019,3,Gir Somnath ,169575,268990041.7083111,Western Region
gujarat,2019,3,Valsad ,823075,1217502133.5696762,Western Region
gujarat,2019,3,Mahisagar ,92788,147734027.5760164,Western Region
gujarat,2019,3,Sabar Kantha ,422296,565151924.857582,Western Region
gujarat,2019,3,Tapi ,124784,453273908.54554343,Western Region
gujarat,2019,3,Vadodara ,2407408,3950547763.56978,Western Region
gujarat,2019,3,Banas Kantha ,909575,1343558301.635762,Western Region
gujarat,2019,3,Amreli ,244914,317090850.83197725,Western Region
gujarat,2019,3,Ahmadabad ,14605589,23081622347.556778,Western Region
gujarat,2019,3,Dohad ,144438,238896149.70514202,Western Region
gujarat,2019,3,Navsari ,3007618,5936350631.711407,Western Region
gujarat,2019,3,Patan ,596754,531383276.7657094,Western Region
gujarat,2019,3,Kachchh ,861897,1601375840.583065,Western Region
gujarat,2019,3,Surendranagar ,287712,397315411.7410712,Western Region
gujarat,2019,3,Morbi ,235317,398680908.6562626,Western Region
gujarat,2019,4,Anand ,903182,1236581489.6519768,Western Region
gujarat,2019,4,Jamnagar ,519408,886972036.7121593,Western Region
gujarat,2019,4,Devbhumi Dwarka ,133193,260447399.14664578,Western Region
gujarat,2019,4,Rajkot ,1134928,2127782298.9078338,Western Region
gujarat,2019,4,Aravallis ,265103,392592973.6420687,Western Region
gujarat,2019,4,Chhotaudepur ,81724,134517377.8468695,Western Region
gujarat,2019,4,Botad ,243788,283393816.3452396,Western Region
gujarat,2019,4,Bharuch ,1324720,2217755667.570737,Western Region
gujarat,2019,4,Bhavnagar ,840951,1243923188.755955,Western Region
gujarat,2019,4,Junagadh ,250823,403818838.9044242,Western Region
gujarat,2019,4,Mahesana ,1166283,1805374816.07402,Western Region
gujarat,2019,4,The Dangs ,32377,41820330.864393644,Western Region
gujarat,2019,4,Kheda ,549665,786099096.2562544,Western Region
gujarat,2019,4,Surat ,4988183,9432189653.21497,Western Region
gujarat,2019,4,Porbandar ,84880,176788698.8012622,Western Region
gujarat,2019,4,Gandhinagar ,2081714,2917516449.8289943,Western Region
gujarat,2019,4,Panch Mahals ,350408,502433000.8460094,Western Region
gujarat,2019,4,Narmada ,100155,166344819.9178012,Western Region
gujarat,2019,4,Gir Somnath ,228665,413778689.9544753,Western Region
gujarat,2019,4,Valsad ,1028011,1666399666.233092,Western Region
gujarat,2019,4,Mahisagar ,125155,213139955.0982279,Western Region
gujarat,2019,4,Sabar Kantha ,538864,825447358.0033604,Western Region
gujarat,2019,4,Tapi ,163136,246612300.12495482,Western Region
gujarat,2019,4,Vadodara ,2908059,5087285259.821403,Western Region
gujarat,2019,4,Banas Kantha ,1087381,1918665318.4910471,Western Region
gujarat,2019,4,Amreli ,310698,508142052.510342,Western Region
gujarat,2019,4,Ahmadabad ,15696056,29657904578.49414,Western Region
gujarat,2019,4,Dohad ,187238,342066810.7207962,Western Region
gujarat,2019,4,Navsari ,2986534,6831783124.753632,Western Region
gujarat,2019,4,Patan ,541423,738645250.6057601,Western Region
gujarat,2019,4,Kachchh ,1023587,2070890492.208597,Western Region
gujarat,2019,4,Surendranagar ,363831,570428007.4862839,Western Region
gujarat,2019,4,Morbi ,307509,583121237.1199065,Western Region
gujarat,2021,1,Anand ,1585982,2723181548.994554,Western Region
gujarat,2021,1,Jamnagar ,899501,1894971999.439441,Western Region
gujarat,2021,1,Devbhumi Dwarka ,263772,630081190.7413921,Western Region
gujarat,2021,1,Rajkot ,2278417,5057583315.4133005,Western Region
gujarat,2021,1,Aravallis ,655695,1314732516.18665,Western Region
gujarat,2021,1,Chhotaudepur ,225606,452389275.3974224,Western Region
gujarat,2021,1,Botad ,367267,798953588.0229607,Western Region
gujarat,2021,1,Bharuch ,3420929,5756013890.90558,Western Region
gujarat,2021,1,Bhavnagar ,1446583,3264511506.595693,Western Region
gujarat,2021,1,Junagadh ,543809,1204237180.148833,Western Region
gujarat,2021,1,Mahesana ,2587041,5454846785.509394,Western Region
gujarat,2021,1,The Dangs ,83737,130412216.08515002,Western Region
gujarat,2021,1,Kheda ,1165033,2180336937.401629,Western Region
gujarat,2021,1,Surat ,13429789,28261722802.552784,Western Region
gujarat,2021,1,Porbandar ,184436,466162975.4066367,Western Region
gujarat,2021,1,Gandhinagar ,4275528,7290530767.260056,Western Region
gujarat,2021,1,Panch Mahals ,976434,1849730326.470284,Western Region
gujarat,2021,1,Narmada ,268489,479844444.19327635,Western Region
gujarat,2021,1,Gir Somnath ,575287,1368653768.466436,Western Region
gujarat,2021,1,Valsad ,2745663,4775335083.735588,Western Region
gujarat,2021,1,Mahisagar ,280340,582703615.8071253,Western Region
gujarat,2021,1,Sabar Kantha ,1357102,2620770589.49137,Western Region
gujarat,2021,1,Tapi ,612570,1114541037.7686372,Western Region
gujarat,2021,1,Vadodara ,7191021,11925964623.06315,Western Region
gujarat,2021,1,Banas Kantha ,2927080,6883945517.865922,Western Region
gujarat,2021,1,Amreli ,513706,1123115019.4190369,Western Region
gujarat,2021,1,Ahmadabad ,36857358,68688129153.57509,Western Region
gujarat,2021,1,Dohad ,548628,1226581747.540227,Western Region
gujarat,2021,1,Navsari ,1022239,1773256368.3156419,Western Region
gujarat,2021,1,Patan ,1165681,2425828408.868511,Western Region
gujarat,2021,1,Kachchh ,2664604,6036765372.934219,Western Region
gujarat,2021,1,Surendranagar ,806962,1725777306.55805,Western Region
gujarat,2021,1,Morbi ,848276,2219169833.317169,Western Region
gujarat,2021,2,Anand ,1711394,3014631897.668236,Western Region
gujarat,2021,2,Jamnagar ,1155054,2206347098.925128,Western Region
gujarat,2021,2,Devbhumi Dwarka ,333279,738788439.0915308,Western Region
gujarat,2021,2,Rajkot ,2675842,5707346831.237131,Western Region
gujarat,2021,2,Aravallis ,847681,1683647671.729191,Western Region
gujarat,2021,2,Chhotaudepur ,275873,540185404.7441366,Western Region
gujarat,2021,2,Botad ,550313,1280565807.277298,Western Region
gujarat,2021,2,Bharuch ,3937665,6464930552.559841,Western Region
gujarat,2021,2,Bhavnagar ,1660432,3448497365.237627,Western Region
gujarat,2021,2,Junagadh ,700286,1487953525.534355,Western Region
gujarat,2021,2,Mahesana ,3118685,6292779692.204143,Western Region
gujarat,2021,2,The Dangs ,105158,157878766.4304675,Western Region
gujarat,2021,2,Kheda ,1362561,2503386769.066876,Western Region
gujarat,2021,2,Surat ,15230233,30756115155.73914,Western Region
gujarat,2021,2,Porbandar ,227413,558446703.6568799,Western Region
gujarat,2021,2,Gandhinagar ,4552010,7835004938.194845,Western Region
gujarat,2021,2,Panch Mahals ,1214442,2245183337.2298584,Western Region
gujarat,2021,2,Narmada ,332174,534890391.6691792,Western Region
gujarat,2021,2,Gir Somnath ,746122,1686621125.067253,Western Region
gujarat,2021,2,Valsad ,3236626,5434041159.757242,Western Region
gujarat,2021,2,Mahisagar ,364905,744153750.2746319,Western Region
gujarat,2021,2,Sabar Kantha ,1659480,3248644724.13906,Western Region
gujarat,2021,2,Tapi ,814911,1327829881.838335,Western Region
gujarat,2021,2,Vadodara ,7847805,12902554421.6506,Western Region
gujarat,2021,2,Banas Kantha ,3648428,8286069195.93278,Western Region
gujarat,2021,2,Amreli ,659562,1524494293.6703908,Western Region
gujarat,2021,2,Ahmadabad ,44173046,79437951666.15146,Western Region
gujarat,2021,2,Dohad ,693945,1556292873.7368991,Western Region
gujarat,2021,2,Navsari ,1296111,2197674429.667848,Western Region
gujarat,2021,2,Patan ,1384484,2811156126.436864,Western Region
gujarat,2021,2,Kachchh ,3268191,7040086478.344804,Western Region
gujarat,2021,2,Surendranagar ,1029627,2066433661.806668,Western Region
gujarat,2021,2,Morbi ,1027658,2441470415.445466,Western Region
gujarat,2021,3,Anand ,2268123,3900508554.139737,Western Region
gujarat,2021,3,Jamnagar ,1546406,2841962054.603421,Western Region
gujarat,2021,3,Devbhumi Dwarka ,418822,960353473.0403949,Western Region
gujarat,2021,3,Rajkot ,3586356,7726777654.637353,Western Region
gujarat,2021,3,Aravallis ,1072139,2034322149.729626,Western Region
gujarat,2021,3,Chhotaudepur ,319271,611013838.0899625,Western Region
gujarat,2021,3,Botad ,775124,1847036989.3816812,Western Region
gujarat,2021,3,Bharuch ,5280607,8322570348.519125,Western Region
gujarat,2021,3,Bhavnagar ,2001668,4470254984.23804,Western Region
gujarat,2021,3,Junagadh ,833587,1786079501.476884,Western Region
gujarat,2021,3,Mahesana ,4085272,8371811502.22802,Western Region
gujarat,2021,3,The Dangs ,142421,220242754.8697721,Western Region
gujarat,2021,3,Kheda ,1748901,3172710752.972152,Western Region
gujarat,2021,3,Surat ,21214459,40838608900.13972,Western Region
gujarat,2021,3,Porbandar ,275154,690810567.5533752,Western Region
gujarat,2021,3,Gandhinagar ,6318239,10546315790.96111,Western Region
gujarat,2021,3,Panch Mahals ,1549556,2762752529.123062,Western Region
gujarat,2021,3,Narmada ,446278,730606768.6161022,Western Region
gujarat,2021,3,Gir Somnath ,912616,2047248878.9171562,Western Region
gujarat,2021,3,Valsad ,4434194,7173200940.388832,Western Region
gujarat,2021,3,Mahisagar ,442046,893324969.8932047,Western Region
gujarat,2021,3,Sabar Kantha ,2129127,3945628260.671784,Western Region
gujarat,2021,3,Tapi ,1010949,1621047025.5570319,Western Region
gujarat,2021,3,Vadodara ,10555446,16336422910.89755,Western Region
gujarat,2021,3,Banas Kantha ,4877149,11302732744.85907,Western Region
gujarat,2021,3,Amreli ,880856,2030095872.749863,Western Region
gujarat,2021,3,Ahmadabad ,58611265,101760598132.07079,Western Region
gujarat,2021,3,Dohad ,924227,1953033067.400859,Western Region
gujarat,2021,3,Navsari ,1703437,2845342547.4060674,Western Region
gujarat,2021,3,Patan ,1805160,3735782880.347761,Western Region
gujarat,2021,3,Kachchh ,4378602,9001941152.864368,Western Region
gujarat,2021,3,Surendranagar ,1292951,2671069363.220155,Western Region
gujarat,2021,3,Morbi ,1407999,3472418252.0206017,Western Region
gujarat,2021,4,Anand ,2754485,4901381738.859557,Western Region
gujarat,2021,4,Jamnagar ,1892202,3573928284.546256,Western Region
gujarat,2021,4,Devbhumi Dwarka ,508824,1236361450.5936,Western Region
gujarat,2021,4,Rajkot ,4398724,9808446763.924477,Western Region
gujarat,2021,4,Aravallis ,1389157,2813603551.6262503,Western Region
gujarat,2021,4,Chhotaudepur ,399985,776880205.8316607,Western Region
gujarat,2021,4,Botad ,981895,2347736165.7165422,Western Region
gujarat,2021,4,Bharuch ,6671068,10647007113.46591,Western Region
gujarat,2021,4,Bhavnagar ,2503192,5912161062.19894,Western Region
gujarat,2021,4,Junagadh ,1067289,2439626368.4466143,Western Region
gujarat,2021,4,Mahesana ,5022604,10719744656.89111,Western Region
gujarat,2021,4,The Dangs ,175673,266936831.32501072,Western Region
gujarat,2021,4,Kheda ,2115182,3982871287.806916,Western Region
gujarat,2021,4,Surat ,26358525,51244301661.335625,Western Region
gujarat,2021,4,Porbandar ,334768,922030259.8507377,Western Region
gujarat,2021,4,Gandhinagar ,7658806,13063535935.91779,Western Region
gujarat,2021,4,Panch Mahals ,1950412,3527540820.947919,Western Region
gujarat,2021,4,Narmada ,547754,905726392.7486008,Western Region
gujarat,2021,4,Gir Somnath ,1171670,2747773641.937811,Western Region
gujarat,2021,4,Valsad ,5798487,9554286592.777279,Western Region
gujarat,2021,4,Mahisagar ,559971,1204459443.9334922,Western Region
gujarat,2021,4,Sabar Kantha ,2653416,5247467974.524677,Western Region
gujarat,2021,4,Tapi ,1283905,2146758330.3483462,Western Region
gujarat,2021,4,Vadodara ,12675332,20051547592.84434,Western Region
gujarat,2021,4,Banas Kantha ,6396725,14662295530.137411,Western Region
gujarat,2021,4,Amreli ,1108699,2596504411.0415044,Western Region
gujarat,2021,4,Ahmadabad ,70075885,124559345468.3193,Western Region
gujarat,2021,4,Dohad ,1212646,2565405628.4936953,Western Region
gujarat,2021,4,Navsari ,2220944,3782948232.168639,Western Region
gujarat,2021,4,Patan ,2293931,4836124445.336521,Western Region
gujarat,2021,4,Kachchh ,5470337,11281039516.16741,Western Region
gujarat,2021,4,Surendranagar ,1571774,3524100667.287108,Western Region
gujarat,2021,4,Morbi ,1763058,4532702026.275787,Western Region
gujarat,2020,1,Anand ,1002410,1492005921.3580441,Western Region
gujarat,2020,1,Jamnagar ,535915,888291211.3069445,Western Region
gujarat,2020,1,Devbhumi Dwarka ,163208,298422205.4949184,Western Region
gujarat,2020,1,Rajkot ,1339770,2664972202.037703,Western Region
gujarat,2020,1,Aravallis ,346292,547983260.2568257,Western Region
gujarat,2020,1,Chhotaudepur ,105994,169035450.3750711,Western Region
gujarat,2020,1,Botad ,237947,320202835.4725796,Western Region
gujarat,2020,1,Bharuch ,1525995,2487359207.974853,Western Region
gujarat,2020,1,Bhavnagar ,922982,1568995164.364158,Western Region
gujarat,2020,1,Junagadh ,285216,460302222.98997164,Western Region
gujarat,2020,1,Mahesana ,1294012,2067093335.3061202,Western Region
gujarat,2020,1,The Dangs ,40179,49248105.103593506,Western Region
gujarat,2020,1,Kheda ,639593,955217779.7992296,Western Region
gujarat,2020,1,Surat ,6801887,13770083573.56845,Western Region
gujarat,2020,1,Porbandar ,100021,201808374.9385136,Western Region
gujarat,2020,1,Gandhinagar ,2337267,3378567424.980505,Western Region
gujarat,2020,1,Panch Mahals ,448015,704353748.9369581,Western Region
gujarat,2020,1,Narmada ,125838,192670611.2683541,Western Region
gujarat,2020,1,Gir Somnath ,270678,492504287.99577063,Western Region
gujarat,2020,1,Valsad ,1342508,2197272850.228965,Western Region
gujarat,2020,1,Mahisagar ,154457,257181105.7722877,Western Region
gujarat,2020,1,Sabar Kantha ,641078,998959107.0451574,Western Region
gujarat,2020,1,Tapi ,204716,303751079.8885932,Western Region
gujarat,2020,1,Vadodara ,3398524,5791008308.342354,Western Region
gujarat,2020,1,Banas Kantha ,1429235,2718891067.533261,Western Region
gujarat,2020,1,Amreli ,327785,539247006.6461108,Western Region
gujarat,2020,1,Ahmadabad ,17950876,35559467147.63747,Western Region
gujarat,2020,1,Dohad ,238828,449704484.8197605,Western Region
gujarat,2020,1,Navsari ,434441,632587167.9854003,Western Region
gujarat,2020,1,Patan ,594745,871002993.2617927,Western Region
gujarat,2020,1,Kachchh ,1305996,2617080218.9794,Western Region
gujarat,2020,1,Surendranagar ,421057,680689639.4884843,Western Region
gujarat,2020,1,Morbi ,358952,669117520.7466867,Western Region
gujarat,2020,2,Anand ,903716,1293524620.637169,Western Region
gujarat,2020,2,Jamnagar ,598458,945318108.7687566,Western Region
gujarat,2020,2,Devbhumi Dwarka ,214944,320029310.6632272,Western Region
gujarat,2020,2,Rajkot ,1360781,2344811087.112481,Western Region
gujarat,2020,2,Aravallis ,482363,680449750.2216419,Western Region
gujarat,2020,2,Chhotaudepur ,174739,212139861.2601058,Western Region
gujarat,2020,2,Botad ,378175,471813971.545531,Western Region
gujarat,2020,2,Bharuch ,1673375,2438983130.5949497,Western Region
gujarat,2020,2,Bhavnagar ,1215195,1886223855.201941,Western Region
gujarat,2020,2,Junagadh ,407623,572516201.7822087,Western Region
gujarat,2020,2,Mahesana ,1592579,2300168470.716814,Western Region
gujarat,2020,2,The Dangs ,62526,62273325.90559709,Western Region
gujarat,2020,2,Kheda ,784245,1018713290.4668502,Western Region
gujarat,2020,2,Surat ,5654552,9378177062.809792,Western Region
gujarat,2020,2,Porbandar ,134329,226224267.2894097,Western Region
gujarat,2020,2,Gandhinagar ,2039285,2913004123.580456,Western Region
gujarat,2020,2,Panch Mahals ,530453,752539616.4419664,Western Region
gujarat,2020,2,Narmada ,181581,226204689.19998392,Western Region
gujarat,2020,2,Gir Somnath ,439795,683771357.3293531,Western Region
gujarat,2020,2,Valsad ,1498222,2040840946.321048,Western Region
gujarat,2020,2,Mahisagar ,257444,374445950.708864,Western Region
gujarat,2020,2,Sabar Kantha ,816984,1232845328.745793,Western Region
gujarat,2020,2,Tapi ,294426,365909712.1036448,Western Region
gujarat,2020,2,Vadodara ,2796615,4621695376.570125,Western Region
gujarat,2020,2,Banas Kantha ,1860625,3107051803.537753,Western Region
gujarat,2020,2,Amreli ,554744,809297901.4588158,Western Region
gujarat,2020,2,Ahmadabad ,16430916,32731896547.150333,Western Region
gujarat,2020,2,Dohad ,380381,634462423.0372827,Western Region
gujarat,2020,2,Navsari ,547410,658697480.6239362,Western Region
gujarat,2020,2,Patan ,759561,1054601004.9151999,Western Region
gujarat,2020,2,Kachchh ,1428844,2663558233.321313,Western Region
gujarat,2020,2,Surendranagar ,590754,802465025.090719,Western Region
gujarat,2020,2,Morbi ,374545,563192524.3777897,Western Region
gujarat,2020,3,Anand ,1069251,1753944278.749259,Western Region
gujarat,2020,3,Jamnagar ,648790,1254572556.763206,Western Region
gujarat,2020,3,Devbhumi Dwarka ,211259,383470640.9177164,Western Region
gujarat,2020,3,Rajkot ,1490309,2995153084.6346493,Western Region
gujarat,2020,3,Aravallis ,482916,829207912.975971,Western Region
gujarat,2020,3,Chhotaudepur ,164691,257637246.1237919,Western Region
gujarat,2020,3,Botad ,340537,531013247.4239157,Western Region
gujarat,2020,3,Bharuch ,2145954,3492190237.849253,Western Region
gujarat,2020,3,Bhavnagar ,1245647,2274620368.696062,Western Region
gujarat,2020,3,Junagadh ,424025,798846723.6356487,Western Region
gujarat,2020,3,Mahesana ,1898909,3469191791.4686623,Western Region
gujarat,2020,3,The Dangs ,61483,71541218.6802228,Western Region
gujarat,2020,3,Kheda ,852224,1355999687.418616,Western Region
gujarat,2020,3,Surat ,7272097,14667802723.390911,Western Region
gujarat,2020,3,Porbandar ,140684,291516188.3579706,Western Region
gujarat,2020,3,Gandhinagar ,2828558,4509986129.973013,Western Region
gujarat,2020,3,Panch Mahals ,625835,1108852900.818939,Western Region
gujarat,2020,3,Narmada ,188013,281090742.71599275,Western Region
gujarat,2020,3,Gir Somnath ,456851,926514793.737326,Western Region
gujarat,2020,3,Valsad ,1743270,2801506603.41572,Western Region
gujarat,2020,3,Mahisagar ,223755,410598224.914323,Western Region
gujarat,2020,3,Sabar Kantha ,978647,1639580053.3462,Western Region
gujarat,2020,3,Tapi ,386709,640774933.3223717,Western Region
gujarat,2020,3,Vadodara ,4247473,7377577452.229219,Western Region
gujarat,2020,3,Banas Kantha ,2102221,4347810483.865208,Western Region
gujarat,2020,3,Amreli ,505391,878846985.3990886,Western Region
gujarat,2020,3,Ahmadabad ,21769867,43364229618.723335,Western Region
gujarat,2020,3,Dohad ,387675,774665435.029488,Western Region
gujarat,2020,3,Navsari ,669646,1042130557.8815169,Western Region
gujarat,2020,3,Patan ,833224,1469939692.0924702,Western Region
gujarat,2020,3,Kachchh ,1762816,3715321888.0775948,Western Region
gujarat,2020,3,Surendranagar ,612549,1053748004.41059,Western Region
gujarat,2020,3,Morbi ,518903,1151870077.673486,Western Region
gujarat,2020,4,Anand ,1486151,2488003643.70551,Western Region
gujarat,2020,4,Jamnagar ,852972,1746204267.513654,Western Region
gujarat,2020,4,Devbhumi Dwarka ,272466,564767075.0324345,Western Region
gujarat,2020,4,Rajkot ,1980653,4184580562.737086,Western Region
gujarat,2020,4,Aravallis ,650966,1195080848.839345,Western Region
gujarat,2020,4,Chhotaudepur ,231699,385900402.5775513,Western Region
gujarat,2020,4,Botad ,358762,637855285.7494726,Western Region
gujarat,2020,4,Bharuch ,3243841,5265465828.675046,Western Region
gujarat,2020,4,Bhavnagar ,1454824,2860946801.597435,Western Region
gujarat,2020,4,Junagadh ,528638,1081544206.1069188,Western Region
gujarat,2020,4,Mahesana ,2473227,4748375062.213286,Western Region
gujarat,2020,4,The Dangs ,89994,115392051.5994134,Western Region
gujarat,2020,4,Kheda ,1146567,1924149444.919413,Western Region
gujarat,2020,4,Surat ,10950779,22483338828.29667,Western Region
gujarat,2020,4,Porbandar ,185255,409734586.01614106,Western Region
gujarat,2020,4,Gandhinagar ,3802536,6260558379.008726,Western Region
gujarat,2020,4,Panch Mahals ,861616,1522649649.0425,Western Region
gujarat,2020,4,Narmada ,274158,401617563.1339767,Western Region
gujarat,2020,4,Gir Somnath ,537782,1181991458.512677,Western Region
gujarat,2020,4,Valsad ,2565319,4183435576.354278,Western Region
gujarat,2020,4,Mahisagar ,302767,570736679.6244228,Western Region
gujarat,2020,4,Sabar Kantha ,1339032,2451572619.199059,Western Region
gujarat,2020,4,Tapi ,520631,841884252.7849833,Western Region
gujarat,2020,4,Vadodara ,6066452,10175864216.096031,Western Region
gujarat,2020,4,Banas Kantha ,2687464,5676878891.729177,Western Region
gujarat,2020,4,Amreli ,564757,1075380722.183755,Western Region
gujarat,2020,4,Ahmadabad ,25926518,50995692377.18629,Western Region
gujarat,2020,4,Dohad ,522944,1028322590.31023,Western Region
gujarat,2020,4,Navsari ,906395,1460927906.600296,Western Region
gujarat,2020,4,Patan ,1121201,2091010409.7872958,Western Region
gujarat,2020,4,Kachchh ,2405892,5163742799.021423,Western Region
gujarat,2020,4,Surendranagar ,802707,1519077043.8578868,Western Region
gujarat,2020,4,Morbi ,713582,1700378082.426631,Western Region
gujarat,2018,1,Anand ,166658,181858557.8990644,Western Region
gujarat,2018,1,Jamnagar ,121341,166162325.3364291,Western Region
gujarat,2018,1,Devbhumi Dwarka ,30538,38615229.59304487,Western Region
gujarat,2018,1,Rajkot ,219190,296803513.78809375,Western Region
gujarat,2018,1,Aravallis ,55016,41323327.9014269,Western Region
gujarat,2018,1,Chhotaudepur ,12962,13597431.64407777,Western Region
gujarat,2018,1,Botad ,50541,30496629.09589137,Western Region
gujarat,2018,1,Bharuch ,210073,249246117.13529772,Western Region
gujarat,2018,1,Bhavnagar ,182948,171495425.5898248,Western Region
gujarat,2018,1,Junagadh ,56897,69940293.0266568,Western Region
gujarat,2018,1,Mahesana ,227748,213031001.6165129,Western Region
gujarat,2018,1,The Dangs ,5441,4783138.826001479,Western Region
gujarat,2018,1,Kheda ,104154,94652160.87215446,Western Region
gujarat,2018,1,Surat ,983723,1346833710.5223992,Western Region
gujarat,2018,1,Porbandar ,16381,28254689.4826448,Western Region
gujarat,2018,1,Gandhinagar ,237393,318002413.6906459,Western Region
gujarat,2018,1,Panch Mahals ,86317,65556534.78851059,Western Region
gujarat,2018,1,Narmada ,13920,15120948.428387359,Western Region
gujarat,2018,1,Gir Somnath ,49292,50970540.98586127,Western Region
gujarat,2018,1,Valsad ,168659,191337866.4668492,Western Region
gujarat,2018,1,Mahisagar ,25888,24228879.81974011,Western Region
gujarat,2018,1,Sabar Kantha ,105266,88114407.80209638,Western Region
gujarat,2018,1,Tapi ,29217,30555640.68796905,Western Region
gujarat,2018,1,Vadodara ,387998,604645570.2100984,Western Region
gujarat,2018,1,Banas Kantha ,237457,197883270.2126429,Western Region
gujarat,2018,1,Amreli ,66032,75032118.59542929,Western Region
gujarat,2018,1,Ahmadabad ,1436152,2153123692.102862,Western Region
gujarat,2018,1,Dohad ,39278,45587112.10032356,Western Region
gujarat,2018,1,Navsari ,159975,229707588.7171033,Western Region
gujarat,2018,1,Patan ,105705,81974812.41577709,Western Region
gujarat,2018,1,Kachchh ,217912,316933354.79309577,Western Region
gujarat,2018,1,Surendranagar ,80486,71735564.99080022,Western Region
gujarat,2018,1,Morbi ,58217,70378385.89627899,Western Region
gujarat,2018,2,Anand ,200941,276029311.7785317,Western Region
gujarat,2018,2,Jamnagar ,157949,254032915.57536498,Western Region
gujarat,2018,2,Devbhumi Dwarka ,39911,60261359.43473798,Western Region
gujarat,2018,2,Rajkot ,283913,465751106.64481115,Western Region
gujarat,2018,2,Aravallis ,68943,79068918.37969582,Western Region
gujarat,2018,2,Chhotaudepur ,18298,23911236.195606392,Western Region
gujarat,2018,2,Botad ,73201,50785993.51489963,Western Region
gujarat,2018,2,Bharuch ,289862,428830769.63445514,Western Region
gujarat,2018,2,Bhavnagar ,253332,265850891.7435837,Western Region
gujarat,2018,2,Junagadh ,71257,100127668.8886612,Western Region
gujarat,2018,2,Mahesana ,286014,362586915.5795415,Western Region
gujarat,2018,2,The Dangs ,7935,8648152.66921072,Western Region
gujarat,2018,2,Kheda ,140355,159527232.77717692,Western Region
gujarat,2018,2,Surat ,1310963,2189526110.3815117,Western Region
gujarat,2018,2,Porbandar ,23157,41711067.459667265,Western Region
gujarat,2018,2,Gandhinagar ,315542,522133969.7111994,Western Region
gujarat,2018,2,Panch Mahals ,98663,109582248.60360782,Western Region
gujarat,2018,2,Narmada ,22076,27318715.13639736,Western Region
gujarat,2018,2,Gir Somnath ,62910,88369182.13478208,Western Region
gujarat,2018,2,Valsad ,233931,330877194.1001264,Western Region
gujarat,2018,2,Mahisagar ,36682,51572265.89505371,Western Region
gujarat,2018,2,Sabar Kantha ,129122,166288136.401243,Western Region
