State,Year,Quarter,District,Registered_users,App_opens,Region
tamil-nadu,2021,2,Thoothukkudi ,267294,6425418,Southern Region
tamil-nadu,2021,2,Thanjavur ,365299,6514813,Southern Region
tamil-nadu,2021,2,Madurai ,675035,10452990,Southern Region
tamil-nadu,2021,2,Tiruvannamalai ,396885,11401391,Southern Region
tamil-nadu,2021,2,Salem ,742566,14905297,Southern Region
tamil-nadu,2021,2,Nagapattinam ,184857,3829274,Southern Region
tamil-nadu,2021,2,Tirupathur ,259721,6705794,Southern Region
tamil-nadu,2021,2,Ariyalur ,108556,2853636,Southern Region
tamil-nadu,2021,2,Chennai ,1988355,23465841,Southern Region
tamil-nadu,2021,2,The Nilgiris ,142446,3953366,Southern Region
tamil-nadu,2021,2,Erode ,482323,8787572,Southern Region
tamil-nadu,2021,2,Karur ,181017,5491006,Southern Region
tamil-nadu,2021,2,Kallakkurichi ,248488,6466350,Southern Region
tamil-nadu,2021,2,Viluppuram ,309150,7877686,Southern Region
tamil-nadu,2021,2,Pudukkottai ,191659,6718305,Southern Region
tamil-nadu,2021,2,Perambalur ,91400,2624650,Southern Region
tamil-nadu,2021,2,Coimbatore ,1393621,20466115,Southern Region
tamil-nadu,2021,2,Virudhunagar ,281847,6465638,Southern Region
tamil-nadu,2021,2,Dindigul ,358919,10288708,Southern Region
tamil-nadu,2021,2,Sivaganga ,195549,6634652,Southern Region
tamil-nadu,2021,2,Tenkasi ,166417,3782378,Southern Region
tamil-nadu,2021,2,Chengalpattu ,1344163,20067816,Southern Region
tamil-nadu,2021,2,Kanniyakumari ,305185,4065120,Southern Region
tamil-nadu,2021,2,Tirunelveli ,277572,5628868,Southern Region
tamil-nadu,2021,2,Thiruvallur ,1626966,25866052,Southern Region
tamil-nadu,2021,2,Theni ,200555,4717639,Southern Region
tamil-nadu,2021,2,Ranipet ,266500,5358940,Southern Region
tamil-nadu,2021,2,Namakkal ,326094,6676942,Southern Region
tamil-nadu,2021,2,Vellore ,370600,7417717,Southern Region
tamil-nadu,2021,2,Thiruvarur ,138929,3476217,Southern Region
tamil-nadu,2021,3,Tiruchirappalli ,607438,13013878,Southern Region
tamil-nadu,2021,3,Ramanathapuram ,184592,7525400,Southern Region
tamil-nadu,2021,3,Krishnagiri ,683549,27316621,Southern Region
tamil-nadu,2021,3,Cuddalore ,463831,9827523,Southern Region
tamil-nadu,2021,3,Kancheepuram ,1025651,19375692,Southern Region
tamil-nadu,2021,3,Tiruppur ,891753,21671965,Southern Region
tamil-nadu,2021,3,Dharmapuri ,355076,15339761,Southern Region
tamil-nadu,2021,3,Thoothukkudi ,288108,8777581,Southern Region
tamil-nadu,2021,3,Thanjavur ,392930,8199685,Southern Region
tamil-nadu,2021,3,Madurai ,725021,13827478,Southern Region
tamil-nadu,2021,3,Tiruvannamalai ,428728,13794613,Southern Region
tamil-nadu,2021,3,Salem ,798213,20472771,Southern Region
tamil-nadu,2021,3,Nagapattinam ,199299,4991047,Southern Region
tamil-nadu,2021,3,Tirupathur ,279522,8722087,Southern Region
tamil-nadu,2021,3,Ariyalur ,117383,3848076,Southern Region
tamil-nadu,2021,3,Chennai ,2124347,32604176,Southern Region
tamil-nadu,2021,3,The Nilgiris ,153030,5408994,Southern Region
tamil-nadu,2021,3,Erode ,519095,12194930,Southern Region
tamil-nadu,2021,3,Karur ,195366,7353859,Southern Region
tamil-nadu,2021,3,Kallakkurichi ,268553,8113239,Southern Region
tamil-nadu,2021,3,Viluppuram ,333349,9367720,Southern Region
tamil-nadu,2021,3,Pudukkottai ,207359,8715851,Southern Region
tamil-nadu,2021,3,Perambalur ,98707,3559584,Southern Region
tamil-nadu,2021,3,Coimbatore ,1494350,29670591,Southern Region
tamil-nadu,2021,3,Virudhunagar ,303934,8566821,Southern Region
tamil-nadu,2021,3,Dindigul ,386724,14066264,Southern Region
tamil-nadu,2021,3,Sivaganga ,211419,8437970,Southern Region
tamil-nadu,2021,3,Tenkasi ,179448,5091451,Southern Region
tamil-nadu,2021,3,Chengalpattu ,1438295,26216614,Southern Region
tamil-nadu,2021,3,Kanniyakumari ,327767,5466962,Southern Region
tamil-nadu,2021,3,Tirunelveli ,298663,7647663,Southern Region
tamil-nadu,2021,3,Thiruvallur ,1744228,33893931,Southern Region
tamil-nadu,2021,3,Theni ,215932,6649668,Southern Region
tamil-nadu,2021,3,Ranipet ,286775,6784440,Southern Region
tamil-nadu,2021,3,Namakkal ,351110,9186158,Southern Region
tamil-nadu,2021,3,Vellore ,397837,9908984,Southern Region
tamil-nadu,2021,3,Thiruvarur ,150058,4216686,Southern Region
tamil-nadu,2021,4,Tiruchirappalli ,649095,18168700,Southern Region
tamil-nadu,2021,4,Ramanathapuram ,197871,5823063,Southern Region
tamil-nadu,2021,4,Krishnagiri ,731018,41063180,Southern Region
tamil-nadu,2021,4,Cuddalore ,496175,15600629,Southern Region
tamil-nadu,2021,4,Kancheepuram ,1094222,38045414,Southern Region
tamil-nadu,2021,4,Tiruppur ,954674,38382082,Southern Region
tamil-nadu,2021,4,Dharmapuri ,380374,18597625,Southern Region
tamil-nadu,2021,4,Thoothukkudi ,308403,8325418,Southern Region
tamil-nadu,2021,4,Thanjavur ,419975,11666398,Southern Region
tamil-nadu,2021,4,Madurai ,774490,22579696,Southern Region
tamil-nadu,2021,4,Tiruvannamalai ,459291,15602060,Southern Region
tamil-nadu,2021,4,Salem ,853064,30404374,Southern Region
tamil-nadu,2021,4,Nagapattinam ,213351,6048155,Southern Region
tamil-nadu,2021,4,Tirupathur ,298708,13267509,Southern Region
tamil-nadu,2021,4,Ariyalur ,125914,4097525,Southern Region
tamil-nadu,2021,4,Chennai ,2261346,61396354,Southern Region
tamil-nadu,2021,4,The Nilgiris ,163376,5738513,Southern Region
tamil-nadu,2021,4,Erode ,555089,17688206,Southern Region
tamil-nadu,2021,4,Karur ,209536,6652899,Southern Region
tamil-nadu,2021,4,Kallakkurichi ,287987,10237398,Southern Region
tamil-nadu,2021,4,Viluppuram ,356755,12145153,Southern Region
tamil-nadu,2021,4,Pudukkottai ,222558,6954715,Southern Region
tamil-nadu,2021,4,Perambalur ,105814,3321994,Southern Region
tamil-nadu,2021,4,Coimbatore ,1594082,56676456,Southern Region
tamil-nadu,2021,4,Virudhunagar ,325642,9467511,Southern Region
tamil-nadu,2021,4,Dindigul ,414158,14851971,Southern Region
tamil-nadu,2021,4,Sivaganga ,226759,7264948,Southern Region
tamil-nadu,2021,4,Tenkasi ,192159,5242074,Southern Region
tamil-nadu,2021,4,Chengalpattu ,1532535,47983778,Southern Region
tamil-nadu,2021,4,Kanniyakumari ,350058,8404616,Southern Region
tamil-nadu,2021,4,Tirunelveli ,319265,8850319,Southern Region
tamil-nadu,2021,4,Thiruvallur ,1860992,64247558,Southern Region
tamil-nadu,2021,4,Theni ,231118,7732421,Southern Region
tamil-nadu,2021,4,Ranipet ,306295,11305189,Southern Region
tamil-nadu,2021,4,Namakkal ,375908,12188362,Southern Region
tamil-nadu,2021,4,Vellore ,424585,15475176,Southern Region
tamil-nadu,2021,4,Thiruvarur ,160500,4364001,Southern Region
tamil-nadu,2020,1,Tiruchirappalli ,339829,4719933,Southern Region
tamil-nadu,2020,1,Ramanathapuram ,93243,1175864,Southern Region
tamil-nadu,2020,1,Krishnagiri ,379857,6993104,Southern Region
tamil-nadu,2020,1,Cuddalore ,247650,2974425,Southern Region
tamil-nadu,2020,1,Kancheepuram ,626872,12333880,Southern Region
tamil-nadu,2020,1,Tiruppur ,488697,7062739,Southern Region
tamil-nadu,2020,1,Dharmapuri ,194617,3208124,Southern Region
tamil-nadu,2020,1,Thoothukkudi ,152572,1838344,Southern Region
tamil-nadu,2020,1,Thanjavur ,208798,2797086,Southern Region
tamil-nadu,2020,1,Madurai ,402474,5507257,Southern Region
tamil-nadu,2020,1,Tiruvannamalai ,230261,3220937,Southern Region
tamil-nadu,2020,1,Salem ,442045,5979694,Southern Region
tamil-nadu,2020,1,Nagapattinam ,101777,1199502,Southern Region
tamil-nadu,2020,1,Tirupathur ,148648,2283628,Southern Region
tamil-nadu,2020,1,Ariyalur ,60040,750655,Southern Region
tamil-nadu,2020,1,Chennai ,1340762,25098869,Southern Region
tamil-nadu,2020,1,The Nilgiris ,80235,1121593,Southern Region
tamil-nadu,2020,1,Erode ,279035,3501764,Southern Region
tamil-nadu,2020,1,Karur ,102936,1273957,Southern Region
tamil-nadu,2020,1,Kallakkurichi ,138096,1826308,Southern Region
tamil-nadu,2020,1,Viluppuram ,181301,2691021,Southern Region
tamil-nadu,2020,1,Pudukkottai ,103610,1301766,Southern Region
tamil-nadu,2020,1,Perambalur ,50493,630038,Southern Region
tamil-nadu,2020,1,Coimbatore ,868832,14620009,Southern Region
tamil-nadu,2020,1,Virudhunagar ,158388,1996827,Southern Region
tamil-nadu,2020,1,Dindigul ,204661,2864002,Southern Region
tamil-nadu,2020,1,Sivaganga ,106993,1359734,Southern Region
tamil-nadu,2020,1,Tenkasi ,92142,1017754,Southern Region
tamil-nadu,2020,1,Chengalpattu ,912587,24586991,Southern Region
tamil-nadu,2020,1,Kanniyakumari ,171611,1981360,Southern Region
tamil-nadu,2020,1,Tirunelveli ,158258,1860525,Southern Region
tamil-nadu,2020,1,Thiruvallur ,1041642,18732482,Southern Region
tamil-nadu,2020,1,Theni ,111186,1398101,Southern Region
tamil-nadu,2020,1,Ranipet ,160257,2386777,Southern Region
tamil-nadu,2020,1,Namakkal ,191510,2352284,Southern Region
tamil-nadu,2020,1,Vellore ,225181,4369641,Southern Region
tamil-nadu,2020,1,Thiruvarur ,75272,891778,Southern Region
tamil-nadu,2020,2,Tiruchirappalli ,383178,4397712,Southern Region
tamil-nadu,2020,2,Ramanathapuram ,111008,1538437,Southern Region
tamil-nadu,2020,2,Krishnagiri ,424184,6702370,Southern Region
tamil-nadu,2020,2,Cuddalore ,283455,3562036,Southern Region
tamil-nadu,2020,2,Kancheepuram ,678899,7473570,Southern Region
tamil-nadu,2020,2,Tiruppur ,550609,5884781,Southern Region
tamil-nadu,2020,2,Dharmapuri ,221016,3874848,Southern Region
tamil-nadu,2020,2,Thoothukkudi ,176731,2097792,Southern Region
tamil-nadu,2020,2,Thanjavur ,240366,2808288,Southern Region
tamil-nadu,2020,2,Madurai ,456527,5318809,Southern Region
tamil-nadu,2020,2,Tiruvannamalai ,264353,4180733,Southern Region
tamil-nadu,2020,2,Salem ,499360,6083707,Southern Region
tamil-nadu,2020,2,Nagapattinam ,119011,1465103,Southern Region
tamil-nadu,2020,2,Tirupathur ,170574,2597785,Southern Region
tamil-nadu,2020,2,Ariyalur ,70530,1030795,Southern Region
tamil-nadu,2020,2,Chennai ,1436722,13039961,Southern Region
tamil-nadu,2020,2,The Nilgiris ,93246,1275950,Southern Region
tamil-nadu,2020,2,Erode ,317681,3331606,Southern Region
tamil-nadu,2020,2,Karur ,118636,1436363,Southern Region
tamil-nadu,2020,2,Kallakkurichi ,160550,2486862,Southern Region
tamil-nadu,2020,2,Viluppuram ,206170,3122431,Southern Region
tamil-nadu,2020,2,Pudukkottai ,122447,1627425,Southern Region
tamil-nadu,2020,2,Perambalur ,58963,747910,Southern Region
tamil-nadu,2020,2,Coimbatore ,958191,9575606,Southern Region
tamil-nadu,2020,2,Virudhunagar ,184693,2347483,Southern Region
tamil-nadu,2020,2,Dindigul ,236638,3137832,Southern Region
tamil-nadu,2020,2,Sivaganga ,125461,1694826,Southern Region
tamil-nadu,2020,2,Tenkasi ,108499,1389035,Southern Region
tamil-nadu,2020,2,Chengalpattu ,979769,11430968,Southern Region
tamil-nadu,2020,2,Kanniyakumari ,201361,2294160,Southern Region
tamil-nadu,2020,2,Tirunelveli ,182743,2083902,Southern Region
tamil-nadu,2020,2,Thiruvallur ,1140330,13599646,Southern Region
tamil-nadu,2020,2,Theni ,129850,1754220,Southern Region
tamil-nadu,2020,2,Ranipet ,180545,2540420,Southern Region
tamil-nadu,2020,2,Namakkal ,217014,2357316,Southern Region
tamil-nadu,2020,2,Vellore ,252106,3459528,Southern Region
tamil-nadu,2020,2,Thiruvarur ,89370,1157231,Southern Region
tamil-nadu,2020,3,Tiruchirappalli ,433221,5742354,Southern Region
tamil-nadu,2020,3,Ramanathapuram ,127682,1769579,Southern Region
tamil-nadu,2020,3,Krishnagiri ,480568,9843357,Southern Region
tamil-nadu,2020,3,Cuddalore ,323758,4318946,Southern Region
tamil-nadu,2020,3,Kancheepuram ,744437,10979357,Southern Region
tamil-nadu,2020,3,Tiruppur ,625391,8853479,Southern Region
tamil-nadu,2020,3,Dharmapuri ,250927,4858338,Southern Region
tamil-nadu,2020,3,Thoothukkudi ,202127,2568735,Southern Region
tamil-nadu,2020,3,Thanjavur ,275156,3451569,Southern Region
tamil-nadu,2020,3,Madurai ,516447,6967595,Southern Region
tamil-nadu,2020,3,Tiruvannamalai ,299947,4626373,Southern Region
tamil-nadu,2020,3,Salem ,564858,8036658,Southern Region
tamil-nadu,2020,3,Nagapattinam ,136672,1679819,Southern Region
tamil-nadu,2020,3,Tirupathur ,195018,3207917,Southern Region
tamil-nadu,2020,3,Ariyalur ,81288,1186221,Southern Region
tamil-nadu,2020,3,Chennai ,1566152,19853785,Southern Region
tamil-nadu,2020,3,The Nilgiris ,107078,1552763,Southern Region
tamil-nadu,2020,3,Erode ,364107,4686901,Southern Region
tamil-nadu,2020,3,Karur ,136196,1821465,Southern Region
tamil-nadu,2020,3,Kallakkurichi ,186752,3015004,Southern Region
tamil-nadu,2020,3,Viluppuram ,233908,3650029,Southern Region
tamil-nadu,2020,3,Pudukkottai ,142310,1923958,Southern Region
tamil-nadu,2020,3,Perambalur ,68517,960757,Southern Region
tamil-nadu,2020,3,Coimbatore ,1073680,14633137,Southern Region
tamil-nadu,2020,3,Virudhunagar ,211752,2813373,Southern Region
tamil-nadu,2020,3,Dindigul ,271023,3960702,Southern Region
tamil-nadu,2020,3,Sivaganga ,145227,2077288,Southern Region
tamil-nadu,2020,3,Tenkasi ,125008,1608242,Southern Region
tamil-nadu,2020,3,Chengalpattu ,1064263,15465951,Southern Region
tamil-nadu,2020,3,Kanniyakumari ,232596,2873401,Southern Region
tamil-nadu,2020,3,Tirunelveli ,209034,2600875,Southern Region
tamil-nadu,2020,3,Thiruvallur ,1260923,18894716,Southern Region
tamil-nadu,2020,3,Theni ,150319,2140066,Southern Region
tamil-nadu,2020,3,Ranipet ,203081,3140985,Southern Region
tamil-nadu,2020,3,Namakkal ,246708,3170275,Southern Region
tamil-nadu,2020,3,Vellore ,283896,4428079,Southern Region
tamil-nadu,2020,3,Thiruvarur ,103424,1321235,Southern Region
tamil-nadu,2020,4,Tiruchirappalli ,487716,7800392,Southern Region
tamil-nadu,2020,4,Ramanathapuram ,145999,2165346,Southern Region
tamil-nadu,2020,4,Krishnagiri ,545815,15449925,Southern Region
tamil-nadu,2020,4,Cuddalore ,369293,5648690,Southern Region
tamil-nadu,2020,4,Kancheepuram ,829207,18203380,Southern Region
tamil-nadu,2020,4,Tiruppur ,710489,12955683,Southern Region
tamil-nadu,2020,4,Dharmapuri ,282824,6532789,Southern Region
tamil-nadu,2020,4,Thoothukkudi ,229630,3340803,Southern Region
tamil-nadu,2020,4,Thanjavur ,313862,4559579,Southern Region
tamil-nadu,2020,4,Madurai ,582252,9594616,Southern Region
tamil-nadu,2020,4,Tiruvannamalai ,339997,6067460,Southern Region
tamil-nadu,2020,4,Salem ,638883,11221873,Southern Region
tamil-nadu,2020,4,Nagapattinam ,157944,2206727,Southern Region
tamil-nadu,2020,4,Tirupathur ,222641,4673945,Southern Region
tamil-nadu,2020,4,Ariyalur ,92841,1414528,Southern Region
tamil-nadu,2020,4,Chennai ,1731527,34622039,Southern Region
tamil-nadu,2020,4,The Nilgiris ,122548,2221229,Southern Region
tamil-nadu,2020,4,Erode ,414616,6764324,Southern Region
tamil-nadu,2020,4,Karur ,155208,2430114,Southern Region
tamil-nadu,2020,4,Kallakkurichi ,212502,3489787,Southern Region
tamil-nadu,2020,4,Viluppuram ,265349,4842033,Southern Region
tamil-nadu,2020,4,Pudukkottai ,163394,2443995,Southern Region
tamil-nadu,2020,4,Perambalur ,78324,1246209,Southern Region
tamil-nadu,2020,4,Coimbatore ,1205249,22669786,Southern Region
tamil-nadu,2020,4,Virudhunagar ,241382,3709784,Southern Region
tamil-nadu,2020,4,Dindigul ,307925,5367168,Southern Region
tamil-nadu,2020,4,Sivaganga ,166798,2627172,Southern Region
tamil-nadu,2020,4,Tenkasi ,142862,2009081,Southern Region
tamil-nadu,2020,4,Chengalpattu ,1170720,25436109,Southern Region
tamil-nadu,2020,4,Kanniyakumari ,262708,3675595,Southern Region
tamil-nadu,2020,4,Tirunelveli ,237977,3457326,Southern Region
tamil-nadu,2020,4,Thiruvallur ,1408348,29646954,Southern Region
tamil-nadu,2020,4,Theni ,171990,2779589,Southern Region
tamil-nadu,2020,4,Ranipet ,229732,4467031,Southern Region
tamil-nadu,2020,4,Namakkal ,280271,4367389,Southern Region
tamil-nadu,2020,4,Vellore ,319993,6500445,Southern Region
tamil-nadu,2020,4,Thiruvarur ,118770,1624657,Southern Region
tamil-nadu,2018,1,Tiruchirappalli ,62230,0,Southern Region
tamil-nadu,2018,1,Ramanathapuram ,14636,0,Southern Region
tamil-nadu,2018,1,Krishnagiri ,66958,0,Southern Region
tamil-nadu,2018,1,Cuddalore ,43486,0,Southern Region
tamil-nadu,2018,1,Kancheepuram ,136352,0,Southern Region
tamil-nadu,2018,1,Tiruppur ,87652,0,Southern Region
tamil-nadu,2018,1,Dharmapuri ,33682,0,Southern Region
tamil-nadu,2018,1,Thoothukkudi ,25509,0,Southern Region
tamil-nadu,2018,1,Thanjavur ,36258,0,Southern Region
tamil-nadu,2018,1,Madurai ,72582,0,Southern Region
tamil-nadu,2018,1,Tiruvannamalai ,40279,0,Southern Region
tamil-nadu,2018,1,Salem ,88288,0,Southern Region
tamil-nadu,2018,1,Nagapattinam ,15626,0,Southern Region
tamil-nadu,2018,1,Tirupathur ,25242,0,Southern Region
tamil-nadu,2018,1,Ariyalur ,9211,0,Southern Region
tamil-nadu,2018,1,Chennai ,292004,0,Southern Region
tamil-nadu,2018,1,The Nilgiris ,13351,0,Southern Region
tamil-nadu,2018,1,Erode ,53761,0,Southern Region
tamil-nadu,2018,1,Karur ,19098,0,Southern Region
tamil-nadu,2018,1,Kallakkurichi ,20750,0,Southern Region
tamil-nadu,2018,1,Viluppuram ,31546,0,Southern Region
tamil-nadu,2018,1,Pudukkottai ,16067,0,Southern Region
tamil-nadu,2018,1,Perambalur ,8476,0,Southern Region
tamil-nadu,2018,1,Coimbatore ,170306,0,Southern Region
tamil-nadu,2018,1,Virudhunagar ,27079,0,Southern Region
tamil-nadu,2018,1,Dindigul ,34025,0,Southern Region
tamil-nadu,2018,1,Sivaganga ,16919,0,Southern Region
tamil-nadu,2018,1,Tenkasi ,15000,0,Southern Region
tamil-nadu,2018,1,Chengalpattu ,215210,0,Southern Region
tamil-nadu,2018,1,Kanniyakumari ,28347,0,Southern Region
tamil-nadu,2018,1,Tirunelveli ,28006,0,Southern Region
tamil-nadu,2018,1,Thiruvallur ,215622,0,Southern Region
tamil-nadu,2018,1,Theni ,18253,0,Southern Region
tamil-nadu,2018,1,Ranipet ,31107,0,Southern Region
tamil-nadu,2018,1,Namakkal ,38529,0,Southern Region
tamil-nadu,2018,1,Vellore ,42137,0,Southern Region
tamil-nadu,2018,1,Thiruvarur ,11170,0,Southern Region
tamil-nadu,2018,2,Tiruchirappalli ,91156,0,Southern Region
tamil-nadu,2018,2,Ramanathapuram ,22157,0,Southern Region
tamil-nadu,2018,2,Krishnagiri ,96842,0,Southern Region
tamil-nadu,2018,2,Cuddalore ,63447,0,Southern Region
tamil-nadu,2018,2,Kancheepuram ,188583,0,Southern Region
tamil-nadu,2018,2,Tiruppur ,128535,0,Southern Region
tamil-nadu,2018,2,Dharmapuri ,49703,0,Southern Region
tamil-nadu,2018,2,Thoothukkudi ,38026,0,Southern Region
tamil-nadu,2018,2,Thanjavur ,53239,0,Southern Region
tamil-nadu,2018,2,Madurai ,105957,0,Southern Region
tamil-nadu,2018,2,Tiruvannamalai ,58386,0,Southern Region
tamil-nadu,2018,2,Salem ,126830,0,Southern Region
tamil-nadu,2018,2,Nagapattinam ,23371,0,Southern Region
tamil-nadu,2018,2,Tirupathur ,36233,0,Southern Region
tamil-nadu,2018,2,Ariyalur ,14083,0,Southern Region
tamil-nadu,2018,2,Chennai ,401349,0,Southern Region
tamil-nadu,2018,2,The Nilgiris ,19063,0,Southern Region
tamil-nadu,2018,2,Erode ,77385,0,Southern Region
tamil-nadu,2018,2,Karur ,27639,0,Southern Region
tamil-nadu,2018,2,Kallakkurichi ,30936,0,Southern Region
tamil-nadu,2018,2,Viluppuram ,45050,0,Southern Region
tamil-nadu,2018,2,Pudukkottai ,24385,0,Southern Region
tamil-nadu,2018,2,Perambalur ,12343,0,Southern Region
tamil-nadu,2018,2,Coimbatore ,244374,0,Southern Region
tamil-nadu,2018,2,Virudhunagar ,40179,0,Southern Region
tamil-nadu,2018,2,Dindigul ,50731,0,Southern Region
tamil-nadu,2018,2,Sivaganga ,25789,0,Southern Region
tamil-nadu,2018,2,Tenkasi ,22686,0,Southern Region
tamil-nadu,2018,2,Chengalpattu ,292432,0,Southern Region
tamil-nadu,2018,2,Kanniyakumari ,41038,0,Southern Region
tamil-nadu,2018,2,Tirunelveli ,40760,0,Southern Region
tamil-nadu,2018,2,Thiruvallur ,300210,0,Southern Region
tamil-nadu,2018,2,Theni ,27112,0,Southern Region
tamil-nadu,2018,2,Ranipet ,43481,0,Southern Region
tamil-nadu,2018,2,Namakkal ,55375,0,Southern Region
tamil-nadu,2018,2,Vellore ,60166,0,Southern Region
tamil-nadu,2018,2,Thiruvarur ,17005,0,Southern Region
tamil-nadu,2018,3,Tiruchirappalli ,119661,0,Southern Region
tamil-nadu,2018,3,Ramanathapuram ,29985,0,Southern Region
tamil-nadu,2018,3,Krishnagiri ,128769,0,Southern Region
tamil-nadu,2018,3,Cuddalore ,84632,0,Southern Region
tamil-nadu,2018,3,Kancheepuram ,239985,0,Southern Region
tamil-nadu,2018,3,Tiruppur ,172195,0,Southern Region
tamil-nadu,2018,3,Dharmapuri ,67318,0,Southern Region
tamil-nadu,2018,3,Thoothukkudi ,50858,0,Southern Region
tamil-nadu,2018,3,Thanjavur ,70116,0,Southern Region
