State,Year,Quarter,District,Registered_users,Region
west-bengal,2018,2,paschim medinipur,185542,
west-bengal,2018,3,north twenty four parganas,722572,
west-bengal,2018,3,kolkata,548600,
west-bengal,2018,3,murshidabad,335935,
west-bengal,2018,3,south twenty four parganas,284988,
west-bengal,2018,3,hooghly,280640,
west-bengal,2018,3,nadia,262694,
west-bengal,2018,3,howrah,255445,
west-bengal,2018,3,purba medinipur,252759,
west-bengal,2018,3,paschim bardhaman,251021,
west-bengal,2018,3,paschim medinipur,238405,
west-bengal,2018,4,north twenty four parganas,946634,
west-bengal,2018,4,kolkata,721653,
west-bengal,2018,4,murshidabad,417114,
west-bengal,2018,4,hooghly,400360,
west-bengal,2018,4,south twenty four parganas,398349,
west-bengal,2018,4,howrah,339192,
west-bengal,2018,4,nadia,325690,
west-bengal,2018,4,purba medinipur,323889,
west-bengal,2018,4,paschim medinipur,304068,
west-bengal,2018,4,paschim bardhaman,302594,
uttar-pradesh,2022,1,gautam buddha nagar,2822463,Central Region
uttar-pradesh,2022,1,lucknow,2348173,Central Region
uttar-pradesh,2022,1,ghaziabad,2298103,Central Region
uttar-pradesh,2022,1,prayagraj,1504572,Central Region
uttar-pradesh,2022,1,kanpur nagar,1431918,Central Region
uttar-pradesh,2022,1,varanasi,1406056,Central Region
uttar-pradesh,2022,1,agra,1279852,Central Region
uttar-pradesh,2022,1,gorakhpur,1027283,Central Region
uttar-pradesh,2022,1,meerut,967325,Central Region
uttar-pradesh,2022,1,bareilly,875033,Central Region
uttar-pradesh,2022,2,gautam buddha nagar,2973360,Central Region
uttar-pradesh,2022,2,lucknow,2474317,Central Region
uttar-pradesh,2022,2,ghaziabad,2421605,Central Region
uttar-pradesh,2022,2,prayagraj,1590032,Central Region
uttar-pradesh,2022,2,kanpur nagar,1510491,Central Region
uttar-pradesh,2022,2,varanasi,1483315,Central Region
uttar-pradesh,2022,2,agra,1351856,Central Region
uttar-pradesh,2022,2,gorakhpur,1086399,Central Region
uttar-pradesh,2022,2,meerut,1020429,Central Region
uttar-pradesh,2022,2,bareilly,925536,Central Region
uttar-pradesh,2022,3,gautam buddha nagar,3130224,Central Region
uttar-pradesh,2022,3,lucknow,2604663,Central Region
uttar-pradesh,2022,3,ghaziabad,2549377,Central Region
uttar-pradesh,2022,3,prayagraj,1678668,Central Region
uttar-pradesh,2022,3,kanpur nagar,1592126,Central Region
uttar-pradesh,2022,3,varanasi,1563730,Central Region
uttar-pradesh,2022,3,agra,1426154,Central Region
uttar-pradesh,2022,3,gorakhpur,1148103,Central Region
uttar-pradesh,2022,3,meerut,1075255,Central Region
uttar-pradesh,2022,3,bareilly,977218,Central Region
uttar-pradesh,2022,4,gautam buddha nagar,3286371,Central Region
uttar-pradesh,2022,4,lucknow,2734333,Central Region
uttar-pradesh,2022,4,ghaziabad,2676888,Central Region
uttar-pradesh,2022,4,prayagraj,1763014,Central Region
uttar-pradesh,2022,4,kanpur nagar,1673173,Central Region
uttar-pradesh,2022,4,varanasi,1641943,Central Region
uttar-pradesh,2022,4,agra,1497144,Central Region
uttar-pradesh,2022,4,gorakhpur,1205580,Central Region
uttar-pradesh,2022,4,meerut,1127324,Central Region
uttar-pradesh,2022,4,bareilly,1025341,Central Region
uttar-pradesh,2019,1,gautam buddha nagar,1143614,Central Region
uttar-pradesh,2019,1,lucknow,896208,Central Region
uttar-pradesh,2019,1,ghaziabad,859583,Central Region
uttar-pradesh,2019,1,prayagraj,532230,Central Region
uttar-pradesh,2019,1,varanasi,524667,Central Region
uttar-pradesh,2019,1,kanpur nagar,511583,Central Region
uttar-pradesh,2019,1,agra,392222,Central Region
uttar-pradesh,2019,1,gorakhpur,336196,Central Region
uttar-pradesh,2019,1,meerut,311930,Central Region
uttar-pradesh,2019,1,bareilly,279714,Central Region
uttar-pradesh,2019,2,gautam buddha nagar,1282816,Central Region
uttar-pradesh,2019,2,lucknow,1011470,Central Region
uttar-pradesh,2019,2,ghaziabad,975605,Central Region
uttar-pradesh,2019,2,prayagraj,602739,Central Region
uttar-pradesh,2019,2,kanpur nagar,585796,Central Region
uttar-pradesh,2019,2,varanasi,583444,Central Region
uttar-pradesh,2019,2,agra,461224,Central Region
uttar-pradesh,2019,2,gorakhpur,387961,Central Region
uttar-pradesh,2019,2,meerut,361091,Central Region
uttar-pradesh,2019,2,bareilly,318597,Central Region
uttar-pradesh,2019,3,gautam buddha nagar,1415905,Central Region
uttar-pradesh,2019,3,lucknow,1124832,Central Region
uttar-pradesh,2019,3,ghaziabad,1088568,Central Region
uttar-pradesh,2019,3,prayagraj,667277,Central Region
uttar-pradesh,2019,3,kanpur nagar,655175,Central Region
uttar-pradesh,2019,3,varanasi,639586,Central Region
uttar-pradesh,2019,3,agra,530228,Central Region
uttar-pradesh,2019,3,gorakhpur,434172,Central Region
uttar-pradesh,2019,3,meerut,408972,Central Region
uttar-pradesh,2019,3,bareilly,356146,Central Region
uttar-pradesh,2019,4,gautam buddha nagar,1537791,Central Region
uttar-pradesh,2019,4,lucknow,1221681,Central Region
uttar-pradesh,2019,4,ghaziabad,1189357,Central Region
uttar-pradesh,2019,4,prayagraj,738307,Central Region
uttar-pradesh,2019,4,kanpur nagar,718251,Central Region
uttar-pradesh,2019,4,varanasi,706509,Central Region
uttar-pradesh,2019,4,agra,593453,Central Region
uttar-pradesh,2019,4,gorakhpur,483523,Central Region
uttar-pradesh,2019,4,meerut,455353,Central Region
uttar-pradesh,2019,4,bareilly,398897,Central Region
uttar-pradesh,2021,1,gautam buddha nagar,2181874,Central Region
uttar-pradesh,2021,1,lucknow,1813076,Central Region
uttar-pradesh,2021,1,ghaziabad,1773332,Central Region
uttar-pradesh,2021,1,prayagraj,1143612,Central Region
uttar-pradesh,2021,1,kanpur nagar,1100587,Central Region
uttar-pradesh,2021,1,varanasi,1079309,Central Region
uttar-pradesh,2021,1,agra,974389,Central Region
uttar-pradesh,2021,1,gorakhpur,780306,Central Region
uttar-pradesh,2021,1,meerut,741901,Central Region
uttar-pradesh,2021,1,bareilly,662143,Central Region
uttar-pradesh,2021,2,gautam buddha nagar,2329954,Central Region
uttar-pradesh,2021,2,lucknow,1937173,Central Region
uttar-pradesh,2021,2,ghaziabad,1895314,Central Region
uttar-pradesh,2021,2,prayagraj,1225800,Central Region
uttar-pradesh,2021,2,kanpur nagar,1176708,Central Region
uttar-pradesh,2021,2,varanasi,1154661,Central Region
uttar-pradesh,2021,2,agra,1044788,Central Region
uttar-pradesh,2021,2,gorakhpur,835887,Central Region
uttar-pradesh,2021,2,meerut,794314,Central Region
uttar-pradesh,2021,2,bareilly,710778,Central Region
uttar-pradesh,2021,3,gautam buddha nagar,2496114,Central Region
uttar-pradesh,2021,3,lucknow,2076033,Central Region
uttar-pradesh,2021,3,ghaziabad,2031752,Central Region
uttar-pradesh,2021,3,prayagraj,1320432,Central Region
uttar-pradesh,2021,3,kanpur nagar,1263050,Central Region
uttar-pradesh,2021,3,varanasi,1239725,Central Region
uttar-pradesh,2021,3,agra,1124720,Central Region
uttar-pradesh,2021,3,gorakhpur,900171,Central Region
uttar-pradesh,2021,3,meerut,853246,Central Region
uttar-pradesh,2021,3,bareilly,766809,Central Region
uttar-pradesh,2021,4,gautam buddha nagar,2664034,Central Region
uttar-pradesh,2021,4,lucknow,2215886,Central Region
uttar-pradesh,2021,4,ghaziabad,2169109,Central Region
uttar-pradesh,2021,4,prayagraj,1414447,Central Region
uttar-pradesh,2021,4,kanpur nagar,1349794,Central Region
uttar-pradesh,2021,4,varanasi,1325315,Central Region
uttar-pradesh,2021,4,agra,1204274,Central Region
uttar-pradesh,2021,4,gorakhpur,964667,Central Region
uttar-pradesh,2021,4,meerut,911852,Central Region
uttar-pradesh,2021,4,bareilly,821986,Central Region
uttar-pradesh,2020,1,gautam buddha nagar,1656331,Central Region
uttar-pradesh,2020,1,lucknow,1329098,Central Region
uttar-pradesh,2020,1,ghaziabad,1296464,Central Region
uttar-pradesh,2020,1,prayagraj,816436,Central Region
uttar-pradesh,2020,1,kanpur nagar,788847,Central Region
uttar-pradesh,2020,1,varanasi,777234,Central Region
uttar-pradesh,2020,1,agra,668251,Central Region
uttar-pradesh,2020,1,gorakhpur,539316,Central Region
uttar-pradesh,2020,1,meerut,509693,Central Region
uttar-pradesh,2020,1,bareilly,452872,Central Region
uttar-pradesh,2020,2,gautam buddha nagar,1756163,Central Region
uttar-pradesh,2020,2,lucknow,1434386,Central Region
uttar-pradesh,2020,2,ghaziabad,1399514,Central Region
uttar-pradesh,2020,2,prayagraj,892787,Central Region
uttar-pradesh,2020,2,kanpur nagar,864991,Central Region
uttar-pradesh,2020,2,varanasi,851213,Central Region
uttar-pradesh,2020,2,agra,746336,Central Region
uttar-pradesh,2020,2,gorakhpur,600961,Central Region
uttar-pradesh,2020,2,meerut,566838,Central Region
uttar-pradesh,2020,2,bareilly,507342,Central Region
uttar-pradesh,2020,3,gautam buddha nagar,1885370,Central Region
uttar-pradesh,2020,3,lucknow,1551932,Central Region
uttar-pradesh,2020,3,ghaziabad,1518450,Central Region
uttar-pradesh,2020,3,prayagraj,974228,Central Region
uttar-pradesh,2020,3,kanpur nagar,941379,Central Region
uttar-pradesh,2020,3,varanasi,927313,Central Region
uttar-pradesh,2020,3,agra,822893,Central Region
uttar-pradesh,2020,3,gorakhpur,661272,Central Region
uttar-pradesh,2020,3,meerut,624570,Central Region
uttar-pradesh,2020,3,bareilly,558821,Central Region
uttar-pradesh,2020,4,gautam buddha nagar,2030178,Central Region
uttar-pradesh,2020,4,lucknow,1684510,Central Region
uttar-pradesh,2020,4,ghaziabad,1647330,Central Region
uttar-pradesh,2020,4,prayagraj,1059982,Central Region
uttar-pradesh,2020,4,kanpur nagar,1022768,Central Region
uttar-pradesh,2020,4,varanasi,1003989,Central Region
uttar-pradesh,2020,4,agra,900497,Central Region
uttar-pradesh,2020,4,gorakhpur,722618,Central Region
uttar-pradesh,2020,4,meerut,686266,Central Region
uttar-pradesh,2020,4,bareilly,611236,Central Region
uttar-pradesh,2018,1,gautam buddha nagar,448768,Central Region
uttar-pradesh,2018,1,lucknow,380070,Central Region
uttar-pradesh,2018,1,ghaziabad,329683,Central Region
uttar-pradesh,2018,1,prayagraj,220198,Central Region
uttar-pradesh,2018,1,kanpur nagar,208389,Central Region
uttar-pradesh,2018,1,varanasi,206788,Central Region
uttar-pradesh,2018,1,agra,148387,Central Region
uttar-pradesh,2018,1,gorakhpur,132769,Central Region
uttar-pradesh,2018,1,meerut,123619,Central Region
uttar-pradesh,2018,1,bareilly,112369,Central Region
uttar-pradesh,2018,2,gautam buddha nagar,586350,Central Region
uttar-pradesh,2018,2,lucknow,506261,Central Region
uttar-pradesh,2018,2,ghaziabad,434115,Central Region
uttar-pradesh,2018,2,prayagraj,297113,Central Region
uttar-pradesh,2018,2,varanasi,288325,Central Region
uttar-pradesh,2018,2,kanpur nagar,285101,Central Region
uttar-pradesh,2018,2,agra,205298,Central Region
uttar-pradesh,2018,2,gorakhpur,181126,Central Region
uttar-pradesh,2018,2,meerut,167212,Central Region
uttar-pradesh,2018,2,bareilly,152939,Central Region
uttar-pradesh,2018,3,gautam buddha nagar,727480,Central Region
uttar-pradesh,2018,3,lucknow,620328,Central Region
uttar-pradesh,2018,3,ghaziabad,538532,Central Region
uttar-pradesh,2018,3,prayagraj,363743,Central Region
uttar-pradesh,2018,3,varanasi,352604,Central Region
uttar-pradesh,2018,3,kanpur nagar,349250,Central Region
uttar-pradesh,2018,3,agra,257453,Central Region
uttar-pradesh,2018,3,gorakhpur,224409,Central Region
uttar-pradesh,2018,3,meerut,205977,Central Region
uttar-pradesh,2018,3,bareilly,187467,Central Region
uttar-pradesh,2018,4,gautam buddha nagar,951342,Central Region
uttar-pradesh,2018,4,lucknow,765152,Central Region
uttar-pradesh,2018,4,ghaziabad,713372,Central Region
uttar-pradesh,2018,4,prayagraj,451019,Central Region
uttar-pradesh,2018,4,varanasi,447144,Central Region
uttar-pradesh,2018,4,kanpur nagar,434315,Central Region
uttar-pradesh,2018,4,agra,322749,Central Region
uttar-pradesh,2018,4,gorakhpur,279761,Central Region
uttar-pradesh,2018,4,meerut,258843,Central Region
uttar-pradesh,2018,4,bareilly,233073,Central Region
goa,2022,1,north goa,456250,Southern Region
goa,2022,1,south goa,282378,Southern Region
goa,2022,2,north goa,480353,Southern Region
goa,2022,2,south goa,297426,Southern Region
goa,2022,3,north goa,504946,Southern Region
goa,2022,3,south goa,312884,Southern Region
goa,2022,4,north goa,527826,Southern Region
goa,2022,4,south goa,327376,Southern Region
goa,2019,1,north goa,147802,Southern Region
goa,2019,1,south goa,90350,Southern Region
goa,2019,2,north goa,173002,Southern Region
goa,2019,2,south goa,105938,Southern Region
goa,2019,3,north goa,197361,Southern Region
goa,2019,3,south goa,119833,Southern Region
goa,2019,4,north goa,220385,Southern Region
goa,2019,4,south goa,133161,Southern Region
goa,2021,1,north goa,352593,Southern Region
goa,2021,1,south goa,217442,Southern Region
goa,2021,2,north goa,376703,Southern Region
goa,2021,2,south goa,232403,Southern Region
goa,2021,3,north goa,403952,Southern Region
goa,2021,3,south goa,249506,Southern Region
goa,2021,4,north goa,430814,Southern Region
goa,2021,4,south goa,266364,Southern Region
goa,2020,1,north goa,244309,Southern Region
goa,2020,1,south goa,147591,Southern Region
goa,2020,2,north goa,267533,Southern Region
goa,2020,2,south goa,163106,Southern Region
goa,2020,3,north goa,294195,Southern Region
goa,2020,3,south goa,180767,Southern Region
goa,2020,4,north goa,326479,Southern Region
goa,2020,4,south goa,201105,Southern Region
goa,2018,1,north goa,57769,Southern Region
goa,2018,1,south goa,34167,Southern Region
goa,2018,2,north goa,76192,Southern Region
goa,2018,2,south goa,45982,Southern Region
goa,2018,3,north goa,95307,Southern Region
goa,2018,3,south goa,58495,Southern Region
goa,2018,4,north goa,121001,Southern Region
goa,2018,4,south goa,74349,Southern Region
punjab,2022,1,ludhiana,1476288,Northern Region
punjab,2022,1,sas nagar,817209,Northern Region
punjab,2022,1,amritsar,593970,Northern Region
punjab,2022,1,jalandhar,560393,Northern Region
punjab,2022,1,patiala,550482,Northern Region
punjab,2022,1,bathinda,378864,Northern Region
punjab,2022,1,fazilka,327088,Northern Region
punjab,2022,1,sangrur,321129,Northern Region
punjab,2022,1,hoshiarpur,274004,Northern Region
punjab,2022,1,gurdaspur,247179,Northern Region
punjab,2022,2,ludhiana,1558996,Northern Region
punjab,2022,2,sas nagar,859976,Northern Region
punjab,2022,2,amritsar,625338,Northern Region
punjab,2022,2,jalandhar,590791,Northern Region
punjab,2022,2,patiala,579934,Northern Region
punjab,2022,2,bathinda,399793,Northern Region
punjab,2022,2,fazilka,345717,Northern Region
punjab,2022,2,sangrur,338752,Northern Region
punjab,2022,2,hoshiarpur,289259,Northern Region
punjab,2022,2,gurdaspur,260611,Northern Region
punjab,2022,3,ludhiana,1644780,Northern Region
punjab,2022,3,sas nagar,904073,Northern Region
punjab,2022,3,amritsar,656700,Northern Region
punjab,2022,3,jalandhar,621327,Northern Region
punjab,2022,3,patiala,608884,Northern Region
punjab,2022,3,bathinda,420285,Northern Region
punjab,2022,3,fazilka,363909,Northern Region
punjab,2022,3,sangrur,355769,Northern Region
punjab,2022,3,hoshiarpur,303683,Northern Region
punjab,2022,3,gurdaspur,273518,Northern Region
punjab,2022,4,ludhiana,1728119,Northern Region
punjab,2022,4,sas nagar,946603,Northern Region
punjab,2022,4,amritsar,686055,Northern Region
punjab,2022,4,jalandhar,649918,Northern Region
punjab,2022,4,patiala,635654,Northern Region
punjab,2022,4,bathinda,439064,Northern Region
punjab,2022,4,fazilka,380321,Northern Region
punjab,2022,4,sangrur,370649,Northern Region
punjab,2022,4,hoshiarpur,316389,Northern Region
punjab,2022,4,gurdaspur,284591,Northern Region
punjab,2019,1,ludhiana,454370,Northern Region
punjab,2019,1,sas nagar,298288,Northern Region
punjab,2019,1,amritsar,171264,Northern Region
punjab,2019,1,patiala,169872,Northern Region
punjab,2019,1,jalandhar,164130,Northern Region
punjab,2019,1,bathinda,128070,Northern Region
punjab,2019,1,fazilka,104942,Northern Region
punjab,2019,1,sangrur,97326,Northern Region
punjab,2019,1,hoshiarpur,72128,Northern Region
punjab,2019,1,gurdaspur,62502,Northern Region
punjab,2019,2,ludhiana,528745,Northern Region
punjab,2019,2,sas nagar,343153,Northern Region
punjab,2019,2,amritsar,206517,Northern Region
punjab,2019,2,patiala,199960,Northern Region
punjab,2019,2,jalandhar,195283,Northern Region
punjab,2019,2,bathinda,145282,Northern Region
punjab,2019,2,fazilka,118707,Northern Region
punjab,2019,2,sangrur,111996,Northern Region
punjab,2019,2,hoshiarpur,86022,Northern Region
punjab,2019,2,gurdaspur,75170,Northern Region
punjab,2019,3,ludhiana,601479,Northern Region
punjab,2019,3,sas nagar,385263,Northern Region
punjab,2019,3,amritsar,238628,Northern Region
punjab,2019,3,patiala,229488,Northern Region
punjab,2019,3,jalandhar,225027,Northern Region
punjab,2019,3,bathinda,162800,Northern Region
punjab,2019,3,fazilka,132573,Northern Region
punjab,2019,3,sangrur,127329,Northern Region
punjab,2019,3,hoshiarpur,99272,Northern Region
punjab,2019,3,gurdaspur,87043,Northern Region
punjab,2019,4,ludhiana,671579,Northern Region
punjab,2019,4,sas nagar,422041,Northern Region
punjab,2019,4,amritsar,268663,Northern Region
punjab,2019,4,patiala,256911,Northern Region
punjab,2019,4,jalandhar,251259,Northern Region
punjab,2019,4,bathinda,180722,Northern Region
punjab,2019,4,fazilka,149868,Northern Region
punjab,2019,4,sangrur,143162,Northern Region
punjab,2019,4,hoshiarpur,113296,Northern Region
punjab,2019,4,gurdaspur,100393,Northern Region
punjab,2021,1,ludhiana,1121835,Northern Region
punjab,2021,1,sas nagar,631136,Northern Region
punjab,2021,1,amritsar,456913,Northern Region
punjab,2021,1,jalandhar,428704,Northern Region
punjab,2021,1,patiala,421866,Northern Region
punjab,2021,1,bathinda,288460,Northern Region
punjab,2021,1,fazilka,247363,Northern Region
punjab,2021,1,sangrur,243382,Northern Region
punjab,2021,1,hoshiarpur,207567,Northern Region
punjab,2021,1,gurdaspur,187933,Northern Region
punjab,2021,2,ludhiana,1204126,Northern Region
punjab,2021,2,sas nagar,675022,Northern Region
punjab,2021,2,amritsar,489463,Northern Region
punjab,2021,2,jalandhar,459789,Northern Region
punjab,2021,2,patiala,452152,Northern Region
punjab,2021,2,bathinda,309805,Northern Region
punjab,2021,2,fazilka,265874,Northern Region
punjab,2021,2,sangrur,261746,Northern Region
punjab,2021,2,hoshiarpur,223227,Northern Region
punjab,2021,2,gurdaspur,201976,Northern Region
punjab,2021,3,ludhiana,1296796,Northern Region
punjab,2021,3,sas nagar,723884,Northern Region
punjab,2021,3,amritsar,525756,Northern Region
punjab,2021,3,jalandhar,494582,Northern Region
punjab,2021,3,patiala,486329,Northern Region
punjab,2021,3,bathinda,333661,Northern Region
punjab,2021,3,fazilka,287001,Northern Region
punjab,2021,3,sangrur,282372,Northern Region
punjab,2021,3,hoshiarpur,240996,Northern Region
punjab,2021,3,gurdaspur,217927,Northern Region
punjab,2021,4,ludhiana,1388951,Northern Region
punjab,2021,4,sas nagar,772068,Northern Region
punjab,2021,4,amritsar,560687,Northern Region
punjab,2021,4,jalandhar,528440,Northern Region
punjab,2021,4,patiala,519356,Northern Region
punjab,2021,4,bathinda,356940,Northern Region
punjab,2021,4,fazilka,307291,Northern Region
punjab,2021,4,sangrur,302394,Northern Region
punjab,2021,4,hoshiarpur,257735,Northern Region
punjab,2021,4,gurdaspur,232798,Northern Region
punjab,2020,1,ludhiana,756590,Northern Region
punjab,2020,1,sas nagar,460416,Northern Region
punjab,2020,1,amritsar,303767,Northern Region
punjab,2020,1,patiala,287330,Northern Region
punjab,2020,1,jalandhar,282191,Northern Region
punjab,2020,1,bathinda,200425,Northern Region
punjab,2020,1,fazilka,168714,Northern Region
punjab,2020,1,sangrur,161513,Northern Region
punjab,2020,1,hoshiarpur,129693,Northern Region
punjab,2020,1,gurdaspur,116534,Northern Region
punjab,2020,2,ludhiana,853140,Northern Region
punjab,2020,2,sas nagar,498018,Northern Region
punjab,2020,2,amritsar,343732,Northern Region
punjab,2020,2,patiala,323801,Northern Region
punjab,2020,2,jalandhar,320498,Northern Region
punjab,2020,2,bathinda,222968,Northern Region
punjab,2020,2,fazilka,188515,Northern Region
punjab,2020,2,sangrur,183342,Northern Region
punjab,2020,2,hoshiarpur,153462,Northern Region
punjab,2020,2,gurdaspur,137571,Northern Region
punjab,2020,3,ludhiana,944936,Northern Region
punjab,2020,3,sas nagar,540527,Northern Region
punjab,2020,3,amritsar,383166,Northern Region
punjab,2020,3,jalandhar,359980,Northern Region
punjab,2020,3,patiala,358126,Northern Region
punjab,2020,3,bathinda,245674,Northern Region
punjab,2020,3,fazilka,208929,Northern Region
punjab,2020,3,sangrur,204491,Northern Region
punjab,2020,3,hoshiarpur,173002,Northern Region
punjab,2020,3,gurdaspur,155619,Northern Region
punjab,2020,4,ludhiana,1037696,Northern Region
punjab,2020,4,sas nagar,586500,Northern Region
punjab,2020,4,amritsar,423283,Northern Region
punjab,2020,4,jalandhar,396951,Northern Region
punjab,2020,4,patiala,391658,Northern Region
punjab,2020,4,bathinda,267808,Northern Region
punjab,2020,4,fazilka,228837,Northern Region
punjab,2020,4,sangrur,225211,Northern Region
punjab,2020,4,hoshiarpur,191711,Northern Region
punjab,2020,4,gurdaspur,173650,Northern Region
punjab,2018,1,ludhiana,168625,Northern Region
punjab,2018,1,sas nagar,121113,Northern Region
punjab,2018,1,patiala,66507,Northern Region
punjab,2018,1,amritsar,59685,Northern Region
punjab,2018,1,jalandhar,57808,Northern Region
punjab,2018,1,bathinda,52466,Northern Region
punjab,2018,1,fazilka,44823,Northern Region
punjab,2018,1,sangrur,37485,Northern Region
punjab,2018,1,hoshiarpur,25348,Northern Region
punjab,2018,1,gurdaspur,21372,Northern Region
punjab,2018,2,ludhiana,230404,Northern Region
punjab,2018,2,sas nagar,161605,Northern Region
punjab,2018,2,patiala,90123,Northern Region
punjab,2018,2,amritsar,82735,Northern Region
punjab,2018,2,jalandhar,79991,Northern Region
punjab,2018,2,bathinda,70948,Northern Region
punjab,2018,2,fazilka,60134,Northern Region
punjab,2018,2,sangrur,50749,Northern Region
punjab,2018,2,hoshiarpur,34576,Northern Region
punjab,2018,2,gurdaspur,29910,Northern Region
punjab,2018,3,ludhiana,296414,Northern Region
punjab,2018,3,sas nagar,201458,Northern Region
punjab,2018,3,patiala,113902,Northern Region
punjab,2018,3,amritsar,108935,Northern Region
punjab,2018,3,jalandhar,104824,Northern Region
punjab,2018,3,bathinda,88508,Northern Region
punjab,2018,3,fazilka,73785,Northern Region
punjab,2018,3,sangrur,64978,Northern Region
punjab,2018,3,hoshiarpur,45862,Northern Region
punjab,2018,3,gurdaspur,39920,Northern Region
punjab,2018,4,ludhiana,378237,Northern Region
punjab,2018,4,sas nagar,250733,Northern Region
punjab,2018,4,patiala,142989,Northern Region
punjab,2018,4,amritsar,141933,Northern Region
punjab,2018,4,jalandhar,135966,Northern Region
punjab,2018,4,bathinda,109505,Northern Region
punjab,2018,4,fazilka,89590,Northern Region
punjab,2018,4,sangrur,82334,Northern Region
punjab,2018,4,hoshiarpur,59684,Northern Region
punjab,2018,4,gurdaspur,51644,Northern Region
arunachal-pradesh,2022,1,papum pare,111271,North Central Region
arunachal-pradesh,2022,1,west kameng,27860,North Central Region
arunachal-pradesh,2022,1,changlang,26904,North Central Region
arunachal-pradesh,2022,1,east siang,25763,North Central Region
arunachal-pradesh,2022,1,lohit,19214,North Central Region
arunachal-pradesh,2022,1,tawang,15589,North Central Region
arunachal-pradesh,2022,1,west siang,14420,North Central Region
arunachal-pradesh,2022,1,namsai,14054,North Central Region
arunachal-pradesh,2022,1,lower dibang valley,11401,North Central Region
arunachal-pradesh,2022,1,lower subansiri,10854,North Central Region
arunachal-pradesh,2022,2,papum pare,117568,North Central Region
arunachal-pradesh,2022,2,west kameng,29424,North Central Region
arunachal-pradesh,2022,2,changlang,28495,North Central Region
arunachal-pradesh,2022,2,east siang,27240,North Central Region
arunachal-pradesh,2022,2,lohit,20325,North Central Region
arunachal-pradesh,2022,2,tawang,16475,North Central Region
arunachal-pradesh,2022,2,west siang,15231,North Central Region
arunachal-pradesh,2022,2,namsai,14887,North Central Region
arunachal-pradesh,2022,2,lower dibang valley,12040,North Central Region
arunachal-pradesh,2022,2,lower subansiri,11479,North Central Region
arunachal-pradesh,2022,3,papum pare,124095,North Central Region
arunachal-pradesh,2022,3,west kameng,30964,North Central Region
arunachal-pradesh,2022,3,changlang,29965,North Central Region
arunachal-pradesh,2022,3,east siang,28698,North Central Region
arunachal-pradesh,2022,3,lohit,21385,North Central Region
arunachal-pradesh,2022,3,tawang,17281,North Central Region
arunachal-pradesh,2022,3,west siang,16063,North Central Region
arunachal-pradesh,2022,3,namsai,15642,North Central Region
arunachal-pradesh,2022,3,lower dibang valley,12668,North Central Region
arunachal-pradesh,2022,3,lower subansiri,12085,North Central Region
arunachal-pradesh,2022,4,papum pare,130306,North Central Region
arunachal-pradesh,2022,4,west kameng,32237,North Central Region
arunachal-pradesh,2022,4,changlang,31196,North Central Region
arunachal-pradesh,2022,4,east siang,30033,North Central Region
arunachal-pradesh,2022,4,lohit,22359,North Central Region
arunachal-pradesh,2022,4,tawang,18003,North Central Region
arunachal-pradesh,2022,4,west siang,16816,North Central Region
arunachal-pradesh,2022,4,namsai,16322,North Central Region
arunachal-pradesh,2022,4,lower dibang valley,13188,North Central Region
arunachal-pradesh,2022,4,lower subansiri,12630,North Central Region
arunachal-pradesh,2019,1,papum pare,26298,North Central Region
arunachal-pradesh,2019,1,west kameng,8115,North Central Region
arunachal-pradesh,2019,1,east siang,5899,North Central Region
arunachal-pradesh,2019,1,changlang,5210,North Central Region
arunachal-pradesh,2019,1,tawang,5023,North Central Region
arunachal-pradesh,2019,1,lohit,4416,North Central Region
arunachal-pradesh,2019,1,namsai,3153,North Central Region
arunachal-pradesh,2019,1,west siang,2656,North Central Region
arunachal-pradesh,2019,1,lower dibang valley,2314,North Central Region
arunachal-pradesh,2019,1,tirap,2082,North Central Region
arunachal-pradesh,2019,2,papum pare,32800,North Central Region
arunachal-pradesh,2019,2,west kameng,9782,North Central Region
arunachal-pradesh,2019,2,east siang,7319,North Central Region
arunachal-pradesh,2019,2,changlang,6884,North Central Region
arunachal-pradesh,2019,2,tawang,5908,North Central Region
arunachal-pradesh,2019,2,lohit,5485,North Central Region
arunachal-pradesh,2019,2,namsai,3914,North Central Region
arunachal-pradesh,2019,2,west siang,3393,North Central Region
arunachal-pradesh,2019,2,lower dibang valley,2842,North Central Region
arunachal-pradesh,2019,2,tirap,2697,North Central Region
arunachal-pradesh,2019,3,papum pare,38845,North Central Region
arunachal-pradesh,2019,3,west kameng,11186,North Central Region
arunachal-pradesh,2019,3,east siang,8571,North Central Region
arunachal-pradesh,2019,3,changlang,8145,North Central Region
arunachal-pradesh,2019,3,tawang,6553,North Central Region
arunachal-pradesh,2019,3,lohit,6421,North Central Region
arunachal-pradesh,2019,3,namsai,4563,North Central Region
arunachal-pradesh,2019,3,west siang,4101,North Central Region
arunachal-pradesh,2019,3,lower dibang valley,3398,North Central Region
arunachal-pradesh,2019,3,tirap,3099,North Central Region
arunachal-pradesh,2019,4,papum pare,44746,North Central Region
arunachal-pradesh,2019,4,west kameng,12562,North Central Region
arunachal-pradesh,2019,4,east siang,9859,North Central Region
arunachal-pradesh,2019,4,changlang,9662,North Central Region
arunachal-pradesh,2019,4,lohit,7386,North Central Region
arunachal-pradesh,2019,4,tawang,7303,North Central Region
arunachal-pradesh,2019,4,namsai,5190,North Central Region
arunachal-pradesh,2019,4,west siang,4773,North Central Region
